unique_id,program_code,starname,ra,dec,exptime,n_exp,n_inter_max,tau_inter,n_intra_max,n_intra_min,tau_intra,weather_band,gaia_id,teff,jmag,gmag,pmra,pmdec,epoch
688e3aad4b1fc31164fb8e4f,2025B_E473,103095,178.26735320816664,37.692826946888886,600,1,50,1,1,1,0.0,,DR3_4034171629042489088,0,4.9,9.389569,4002.655,-5817.800,2016.0
688e3aad4b1fc31164fb8e4e,2025B_E473,102158,176.373215583125,47.66558829526111,600,1,50,1,1,1,0.0,,DR3_786413532715960576,0,6.9,9.389569,-591.261,-290.687,2016.0
688e3aad4b1fc31164fb8e4d,2025B_E473,101501,175.26250050616665,34.19993957543888,250,1,50,1,1,1,0.0,,DR3_4025850731201819392,0,4.0,9.389569,-12.522,-381.196,2016.0
688e3aad4b1fc31164fb8e4c,2025B_E473,10145,25.41505844808333,66.9087613961889,600,1,50,1,1,1,0.0,,DR3_519478154178249728,0,6.4,9.389569,692.534,-265.814,2016.0
688e3aad4b1fc31164fb8e4b,2025B_E473,101259,174.75199653587498,-24.722164223119442,600,1,50,1,1,1,0.0,,DR3_3491774880840574464,0,4.9,9.389569,31.385,-240.685,2016.0
688e3aad4b1fc31164fb8e4a,2025B_E473,100623,173.61931513362495,-32.827684607061116,600,1,50,1,1,1,0.0,,DR3_3478127463341507072,0,4.8,9.389569,-670.230,822.399,2016.0
688e3aad4b1fc31164fb8e49,2025B_E473,100180,172.93575391395834,14.363658867711111,600,1,50,1,1,1,0.0,,DR3_3966121308211393920,0,5.2,9.389569,-329.873,-189.925,2016.0
688e3aad4b1fc31164fb8e48,2025B_E473,10008,24.39854715595833,-6.7608611840805555,600,1,50,1,1,1,0.0,,DR3_2477815222028038272,0,6.2,9.389569,171.798,-98.145,2016.0
688e3aad4b1fc31164fb8e55,2025B_E473,10476,25.62258568629166,20.265519182261112,250,1,50,1,1,1,0.0,,DR3_96331172942614528,0,3.8,9.389569,-300.737,-673.539,2016.0
688e3aad4b1fc31164fb8e65,2025B_E473,110897,191.24545542462496,39.27953401498889,600,1,50,1,1,1,0.0,,DR3_1521686782461765888,0,4.9,9.389569,-359.699,139.016,2016.0
688e3aad4b1fc31164fb8e66,2025B_E473,111031,191.6272389305,-11.812233763119446,600,1,50,1,1,1,0.0,,DR3_3529518709839090176,0,5.7,9.389569,-279.627,46.791,2016.0
688e3aad4b1fc31164fb8e67,2025B_E473,111395,192.19439370816667,24.839758445738887,600,1,50,1,1,1,0.0,,DR3_3957887649746830976,0,5.1,9.389569,-334.908,-105.517,2016.0
688e3aad4b1fc31164fb8e84,2025B_E473,12661,31.142335838083333,25.413539140880555,600,1,50,1,1,1,0.0,,DR3_105332908999068032,0,6.2,9.389569,-107.999,-173.299,2016.0
688e3aad4b1fc31164fb8e83,2025B_E473,126053,215.81468026516663,1.2394413528805557,600,1,50,1,1,1,0.0,,DR3_3654496279558010624,0,5.1,9.389569,223.531,-478.275,2016.0
688e3aad4b1fc31164fb8e82,2025B_E473,125455,214.89243910191664,-5.1517281845694445,600,1,50,1,1,1,0.0,,DR3_3642413746280598784,0,6.1,9.389569,-632.951,-120.707,2016.0
688e3aad4b1fc31164fb8e81,2025B_E473,125184,214.50422536374998,-7.543444637369444,600,1,50,1,1,1,0.0,,DR3_3639760521643499776,0,5.3,9.389569,267.128,-236.757,2016.0
688e3aad4b1fc31164fb8e80,2025B_E473,124642,213.48577785674996,30.217965212699998,600,1,50,1,1,1,0.0,,DR3_1453180404823190912,0,6.1,9.389569,-398.118,175.114,2016.0
688e3aad4b1fc31164fb8e7f,2025B_E473,124292,213.18776960291663,-3.3215159987388887,250,1,50,1,1,1,0.0,,DR3_3646061719703116032,0,5.7,9.389569,-162.498,-322.138,2016.0
688e3aad4b1fc31164fb8e7e,2025B_E473,124106,212.94123014995833,-12.61256582206111,600,1,50,1,1,1,0.0,,DR3_6303961686341504512,0,6.4,9.389569,-254.019,-179.729,2016.0
688e3aad4b1fc31164fb8e7d,2025B_E473,122652,210.63133479129164,31.66090241851944,600,1,50,1,1,1,0.0,,DR3_1454450340753382272,0,6.2,9.389569,-94.130,9.972,2016.0
688e3aad4b1fc31164fb8e7c,2025B_E473,122064,209.3832813779583,61.49382239096945,600,1,50,1,1,1,0.0,,DR3_1661568850770761600,0,5.0,9.389569,-31.693,216.290,2016.0
