ticid,observe_kpf,observe_neid,toi,tess_mag,num_pc,ra,dec,epoch,period,planet_radius,planet_insolation,planet_eqtemp,stellar_distance,stellar_teff,stellar_logg,stellar_radius,mass,mh,v_mag,vsini,t_sec_kpf
272983172,False,False,3476.01,12.6718,1,237.008308,-50.692487,2459385.897,4.3205081,14.5156,706.863,1436.0,644.3,7627.0,4.51,1.23,1.78,,13.23099995,2.0,120
56630436,False,False,3396.01,12.5443,1,127.140149,-34.630225,2459968.457,6.470000699,22.09476024,1012.851769,1438.819192,928.163,6819.0,4.11,1.767689943,1.47,,12.99699974,2.0,120
131025778,False,False,3374.01,13.0959,1,117.265588,-36.677812,2459251.491,2.6543295,23.745,2779.92,2022.0,1040.31,7517.0,4.21,1.71,1.73,,13.66699982,2.0,120
208091447,False,False,3244.01,12.3921,1,207.892594,-59.762737,2458620.952,4.6606892,21.5363,1436.15,1715.0,1206.98,8608.0,3.94,2.6,2.15,,12.93200016,2.0,120
280857321,False,False,3231.01,11.627,1,173.32243,-67.449283,2460042.804,2.1738256,17.3093,2159.42,1899.0,1206.09,7588.0,3.65,3.28,1.76,,11.92000008,2.0,120
290263093,False,False,3229.01,13.0502,1,173.708318,-64.73169,2459355.167,5.21228,19.3512,1823.95,1820.0,1295.58,8532.0,4.14,2.06,2.12,,13.54100037,2.0,120
154400369,False,False,5029.01,12.1989,1,259.95298,-35.740745,2459384.066,3.8861815,10.8516,1616.52,1766.0,383.371,8615.0,4.49,1.39,2.15,,13.22299957,2.0,120
463781038,False,False,5009.01,11.9032,1,261.294366,-40.583473,2459385.304,8.1755735,17.9327,4574.7,2291.0,1324.39,9169.0,3.73,3.44,2.32,,11.73999977,2.0,120
401028336,False,False,4949.01,12.4171,1,220.004623,-62.377726,2459356.99,1.7819156,17.5347,3451.71,2135.0,718.588,6955.0,4.22,1.58,1.52,,13.01599979,2.0,120
259230140,False,False,4384.01,9.657,1,223.193604,-68.666543,2460070.252,14.3171998,6.37558,513.65,1326.0,283.585,7596.0,4.27063,1.61,1.77,,9.920000076,2.0,120
33350443,False,False,4387.01,10.8267,1,266.746645,-47.208394,2459364.142,3.562038041,16.7501675,4654.109094,2106.584524,631.098,7042.0,3.85746,2.429229975,1.55,,10.88000011,2.0,120
35315453,False,False,4412.01,10.2956,1,249.808328,-52.099838,2460119.031,2.0340967,6.38274,4644.28,2299.0,389.597,6849.0,3.99,2.05,1.48,,10.82999992,2.0,120
23982469,False,False,4441.01,11.0477,1,276.123535,32.065393,2459391.449,4.374575688,18.84789341,2659.62501,1831.57561,627.308,7305.0,4.05424,1.998270035,1.65,,11.31000042,2.0,120
263748033,False,False,4422.01,9.944,1,270.051173,-31.608593,2460119.52,4.90826,15.7889,4791.11,2317.0,359.619,7995.0,4.2,1.83,1.93,,10.22799969,2.0,120
264912889,False,False,3683.01,11.4374,1,40.958303,54.780398,2459907.843,1.3697115,20.6045,18782.0,3261.0,685.249,7321.3,3.99,2.15,1.66,0.102,12.04899979,2.0,120
240959810,False,False,3691.01,12.6772,1,18.773067,53.117687,2459904.568,3.3411398,15.9091,1126.75,1614.0,607.498,6702.0,4.36,1.3,1.422,,13.30900002,2.0,120
432078760,False,False,3765.01,11.7734,1,57.511805,46.681042,2459913.048,3.147953197,17.74557702,2765.48372,1849.53488,620.461,7298.0,4.23,1.639430046,1.65,,12.20899963,2.0,120
432114158,False,False,3763.01,12.5159,1,57.947685,47.149894,2459910.768,2.004266071,17.46798564,6165.181107,2259.988396,855.352,7284.0,4.14,1.814900041,1.64,,13.06299973,2.0,120
428251130,False,False,3769.01,10.5375,1,54.82405,52.824649,2458821.028,10.3380912,14.0125,183.03,1024.0,276.632,6650.0,4.12,1.7,1.4,,10.86999989,2.0,120
343726435,False,False,3600.01,12.9025,1,316.383909,56.504367,2459880.048,5.016641,17.7733,489.828,1310.0,607.523,6616.0,4.05,1.83,1.38,,14.19299984,2.0,120
34551972,False,False,3678.01,10.5873,1,44.233304,28.771475,2459885.446,4.854214803,18.9133256,2370.879413,1779.701293,499.255,7259.3,4.03,2.039439917,1.63,0.476,11.15999985,2.0,120
429218084,False,False,3633.01,12.2391,1,313.317214,58.094593,2459823.487,2.5266409,18.3972,761.094,1463.0,1246.16,7233.0,3.54,3.6,1.62,,12.97900009,2.0,120
459850897,False,False,3503.01,10.2726,1,163.714472,-58.569285,2459307.638,1.188254853,12.12270015,18176.49042,2961.401265,456.891,8405.0,4.25145,1.787889957,2.08,,10.14999962,2.0,120
260761464,False,False,3589.01,11.528,1,326.392082,39.495055,2459847.255,3.0827487,20.1593,2957.04,2054.0,574.124,7658.5,4.28,1.61,1.79,0.176,11.85599995,2.0,120
173298412,False,False,3616.01,12.0526,1,346.752412,47.044576,2459877.452,2.4188647,20.8975,2177.78,1903.0,1284.85,7316.0,3.73,2.9,1.66,,12.42199993,2.0,120
26865340,False,False,5510.01,11.4769,1,112.477813,26.019184,2459574.245,5.7380349,17.067,998.412,1566.0,620.47,6786.0,4.11,1.76,1.46,,11.48900032,2.0,120
397058826,False,False,5401.01,6.33044,1,189.518268,3.282395,2458930.894,6.829102944,12.91273426,14489.49967,2798.227993,212.02,9333.0,3.53807,4.337930202,2.369,,6.334000111,2.0,120
424112727,False,False,5270.01,12.7655,1,300.066897,22.162093,2459446.036,1.0513177,16.1359,13073.2,2978.0,1229.65,7529.0,3.98,2.22,1.74,,13.27200031,2.0,120
435719275,False,False,5264.01,11.9275,1,297.552063,27.481047,2459439.859,4.4274169,19.9341,1995.4,1861.0,673.959,6812.0,4.04,1.92,1.47,,12.22000027,2.0,120
359469754,False,False,5191.01,12.6103,1,291.567585,18.995258,2459417.859,3.0278609,15.5158,4163.14,2237.0,757.613,8032.0,4.17,1.9,1.94,,13.49300003,2.0,120
202375913,False,False,1527.01,9.6968,1,5.965461,51.468293,2460600.889,5.0625809,15.2343,1582.94,1757.0,482.203,7664.0,3.81,2.76,1.79,,9.979999542,2.0,120
277447970,False,False,1361.01,10.2202,1,320.829517,52.8147,2460608.709,2.237462,10.2256,3143.23,2085.0,339.994,7050.0,4.19,1.66,1.558,,10.42000008,2.0,120
92677094,False,False,1197.01,10.4247,1,293.26832,15.736136,2459787.132,4.5960377,16.2166,2340.04,1937.0,405.634,7649.0,4.04,2.12,1.788,,11.07999992,2.0,120
157218656,False,False,4121.01,11.6881,1,267.707093,16.774858,2459768.022,2.8622679,18.4047,1757.24,1803.0,605.874,7167.0,4.3,1.49,1.6,,11.65999985,2.0,120
252616865,False,False,1482.01,10.0687,1,345.994881,52.562695,2459872.298,5.7121916,15.4584,1009.66,1570.0,318.277,6720.0,4.09,1.79,1.43,,10.55000019,2.0,120
343952976,False,False,4283.01,11.227,1,276.828678,-77.131653,2459385.636,3.0131053,17.061,1049.56,1585.0,417.879,6838.0,4.32,1.4,1.48,,11.63099957,2.0,120
389910188,False,False,4007.01,12.4705,1,23.655685,62.325517,2459901.437,4.5432349,12.5868,1563.16,1751.0,511.571,7998.0,4.6,1.16,1.929,,13.14099979,2.0,120
283015592,False,False,4000.01,12.5696,1,0.974631,64.77632,2459879.949,3.7027104,21.058,1803.49,1815.0,878.067,7493.0,4.12,1.9,1.73,,13.14999962,2.0,120
269043098,False,False,3965.01,12.8051,1,349.095834,64.72187,2459903.351,4.7253516,17.6483,2045.04,1873.0,870.816,7220.0,3.98,2.15,1.62,,13.6260004,2.0,120
290388627,False,False,4274.01,13.3992,1,173.718159,-63.445819,2459359.935,0.4459299,20.4459,44946.6,4056.0,1321.29,8878.0,4.33,1.7,2.24,,13.68099976,2.0,120
253961767,False,False,4968.01,12.5808,1,199.154488,-59.030514,2460070.678,2.235593609,19.15836169,3937.201893,2020.303754,781.768,6731.0,4.11,1.745190024,1.43,,13.27900028,2.0,120
156987351,False,False,476.01,8.8742,1,99.581416,-47.613867,2460687.473,3.062978325,14.51050814,2303.34,1912.912954,244.897,7691.0,4.11671,2.05,1.71,,9.170000076,2.0,120
118820486,False,False,4609.01,10.4117,1,70.374204,21.257733,2460229.447,2.6921752,16.0682,4194.73,2242.0,349.025,7461.4,4.22,1.68,1.713,0.172,11.06000042,2.0,120
46698351,False,False,4645.01,10.2381,1,230.71059,-59.835375,2460084.813,5.0872348,17.9284,10680.9,2832.0,709.453,8972.0,3.83,3.02,2.26,,10.5,2.0,120
150299840,False,False,4505.01,10.4223,1,95.241796,-60.955781,2459068.265,19.47237894,17.3337286,289.5679511,1052.100853,421.749,7182.7,4.24,1.967479944,1.48,-0.459839,10.47999954,2.0,120
68573534,False,False,4597.01,7.82403,1,73.705654,22.146384,2459523.197,4.6663795,13.2255,711.568,1438.0,125.189,7712.0,4.31,1.57,1.814,,8.020000458,2.0,120
92004082,False,False,4890.01,11.6042,1,172.065775,-49.667865,2460017.419,3.047127527,15.71800396,2283.147948,1763.00386,575.512,6823.0,4.19,1.604660034,1.47,,11.9989996,2.0,120
317362389,False,False,4917.01,11.1646,1,203.73203,-64.830059,2459356.533,4.7738904,13.3725,597.141,1377.0,364.963,6681.0,4.33,1.35,1.41,,11.71000004,2.0,120
108940329,False,False,4768.01,10.4397,1,112.650574,-28.912866,2459979.777,7.2644599,15.0763,468.187,1295.0,345.959,6617.0,4.15,1.64,1.385,,10.86999989,2.0,120
359523751,False,False,4970.01,12.365,1,201.239647,-57.733832,2460044.303,4.833881269,16.28703925,784.0336903,1349.594907,583.541,6859.0,4.4,1.271370053,1.49,,12.9289999,2.0,120
321861405,False,False,3952.01,11.9401,1,323.15288,67.911948,2459907.77,2.9897732,17.6166,1317.93,1678.0,591.367,6786.0,4.21,1.57,1.457,,12.45400047,2.0,120
400503123,False,False,7447.01,10.6796,1,25.150762,56.057726,2460634.265,1.5016329,9.50525,3173.31,2090.0,431.132,7284.0,4.12449,1.84,1.64,,11.14999962,2.0,120
450012972,False,False,7433.01,12.3606,1,9.433012,57.174841,2460635.003,1.8179336,18.2536,3764.08,2182.0,845.779,6725.0,4.09,1.78,1.43,,12.84799957,2.0,120
323407659,False,False,7337.01,9.61315,1,333.35532,67.394175,2460634.782,4.2619292,8.15264,3376.67,2123.0,379.929,6846.0,3.74,2.72,1.481,,10.02999973,2.0,120
103195323,False,False,2143.01,10.1041,1,62.572982,75.170931,2460470.993,5.5899401,12.1202,1816.63,1818.0,378.684,7437.0,4.09,1.95,1.7,,10.43000031,2.0,120
317483660,False,False,2346.01,11.5584,1,88.092907,-13.372469,2459224.056,3.3311975,14.877,1437.43,1715.0,437.484,6605.0,4.33,1.33,1.38,,12.36999989,2.0,120
26999884,False,False,7175.01,9.54026,1,356.316355,53.750777,2460607.533,2.9944941,15.49800298,10706.91384,2594.393374,465.072,7465.0,3.71,3.020289898,1.714,,9.909999847,2.0,120
16740548,False,False,7016.01,13.3901,1,307.898168,39.796755,2460366.663,1.598803,15.4905,11433.8,2880.0,796.293,9488.0,4.58,1.32,2.41,,13.59799957,2.0,120
466113537,False,False,1954.01,8.9718,1,165.033297,-59.978409,2460015.194,4.906417496,9.754816328,1908.197503,1685.681732,232.276,7119.5,4.14,1.980829954,1.51,,9.350000381,2.0,120
118084044,False,False,2001.01,8.9578,1,128.181355,-58.575511,2459256.141,2.743521325,22.04966682,22630.15531,3128.179266,500.027,7896.3,3.6,3.961149931,1.81,,9.199999809,2.0,120
470127886,False,False,2031.01,10.7609,1,331.117808,81.565951,2459886.046,5.715607475,13.60156514,503.1185454,1207.917661,276.105,6664.0,4.44,1.184440017,1.41,,11.25,2.0,120
394657039,False,False,159.01,10.5132,1,51.782268,-78.549831,2459382.233,3.7628372,17.33058674,1797.827207,1660.759467,347.593,6979.2,4.22,1.587460041,1.53,0.17,10.9460001,2.0,120
334305570,False,False,777.01,9.3712,1,183.118731,-49.00774,2458575.78,8.300856186,8.551266165,468.7713718,1186.75213,182.314,7199.0,4.3586,1.602830052,1.18,0.115163,9.840000153,2.0,120
88684250,False,False,990.01,10.0998,1,121.913554,-5.770077,2459981.051,4.587386,10.6337,4384.23,2266.0,465.99,8388.0,4.22,1.86,2.08,,10.19999981,2.0,120
34077285,False,True,880.01,9.2563,1,94.164473,-13.987337,2459224.831,6.3872524,5.0445,73.9967,817.0,60.6679,4935.0,4.52,0.82,0.81,,10.10000038,1.744665057,120
123846039,False,True,883.01,9.3722,1,103.369061,-6.507835,2459200.687,10.0577297,7.17665,91.5488,861.0,102.637,5651.0,4.43,1.01,1.003,,9.960000038,3.033194155,120
105840719,False,True,2123.01,9.5373,1,243.940883,17.023904,2458990.816,10.30885139,4.021746359,66.79177771,729.1224998,86.2732,5432.0,4.56341,0.8437020183,0.95,,10.23999977,2.443239659,120
298297931,False,True,4492.01,9.63105,1,308.6508,29.238102,2460555.32,4.4331838,12.5157,430.349,1268.0,143.184,5667.0,4.24,1.26,1.007,,10.09000015,3.086692309,120
81077799,False,False,3492.01,8.4504,1,166.636671,-53.73198,2459314.521,9.222417063,15.65277709,1125.057365,1477.111966,201.957,6332.0,3.7075,2.592619896,1.25,,8.909999847,8.815592537,120
354031707,False,True,6971.01,8.49335,1,168.416829,51.177452,2460343.972,4.186698854,13.67627738,3868.605528,2011.445925,231.047,6309.0,3.62105,2.853610039,1.241,,8.970000267,8.471584328,120
11521555,False,True,2401.01,9.0982,1,146.44726,-25.457737,2460012.074,5.8681984,18.1157,1402.27,1704.0,323.506,6294.0,3.55,3.1,1.23,,9.579999924,8.258875929,120
453668803,False,False,6564.01,9.5687,1,205.817879,-56.156449,2460071.37,3.985446473,16.42206706,1257.427092,1518.764555,191.372,5904.0,4.0,1.711050034,1.07,,10.23999977,4.963924698,120
356590734,False,False,1951.01,9.8722,1,172.156226,-78.801587,2459362.085,4.829406004,19.91034019,1628.923267,1620.298038,278.462,5877.5,4.18,1.955829978,1.35,,10.44999981,3.965298445,120
291517604,False,False,5148.01,10.0143,1,261.241401,-58.633055,2460117.346,5.0637114,13.5595,843.513,1501.0,237.514,5447.0,3.86,1.91,0.95,,10.72999954,3.762818222,120
416195870,False,True,1264.01,10.634,1,287.242092,57.344126,2459765.819,2.7441672,7.84317,172.233,1009.0,141.755,5040.0,4.38482,0.97,0.84,,11.24100018,1.842843637,120
177244357,False,True,1538.01,9.8931,1,356.995693,47.655601,2458768.847,6.54692,5.62882,483.652,1306.0,160.251,6034.0,4.39,1.12,1.12,,10.35000038,4.888255095,120
242120884,False,False,1966.01,9.0492,1,209.982525,-43.327316,2459334.476,0.6227257088,6.315974946,35846.75819,3509.394743,254.169,6390.7,3.83,2.308490038,1.37,,9.470000267,9.800889983,120
65212867,False,True,1007.01,8.87759,1,112.752393,-4.463359,2459247.931,6.9989206,14.7752,448.744,1282.0,283.291,6596.0,3.71,2.7,1.376,0.154,9.369999886,10.0,120
147203645,False,False,166.01,10.7258,1,323.196086,-44.018036,2459065.317,5.061131475,9.148430171,239.1418795,1002.960107,172.157,5254.0,4.45,1.002169967,0.94,,11.32999992,2.115190083,120
146172354,False,False,1036.01,10.2855,1,157.867112,-42.240448,2460037.172,3.7795212,5.98375,466.528,1294.0,184.015,5771.0,4.31,1.18,1.03,,10.97000027,3.477039744,120
427730490,False,True,2040.01,10.8407,1,352.27473,71.506474,2459740.365,3.8608551,11.2224,163.361,995.0,144.717,5019.0,4.43,0.92,0.834,,11.48999977,1.821610592,120
25799609,False,True,963.01,10.6412,1,119.1493,-0.772849,2459235.098,11.11784639,8.851880564,118.7684839,841.9669663,203.873,5814.9,4.4,1.066159964,1.046,-0.016,11.0,3.666414732,120
53875855,False,True,1491.01,10.3996,1,14.652947,34.148042,2459873.774,4.4902667,5.56985,322.83,1180.0,204.881,5899.0,4.29,1.23,1.071,,10.93999958,4.076430301,120
415739607,False,True,7303.01,10.8249,1,333.904931,9.078163,2460557.776,2.3368358,6.32061,162.173,994.0,91.8416,4439.0,4.52,0.76,0.7,,11.82900047,1.473282172,120
286864983,False,True,772.01,10.8815,1,190.191401,-21.872782,2458575.945,11.01634211,6.912446471,47.70853106,670.2992922,135.371,5184.0,4.57383,0.8153740168,0.858,,11.56999969,2.013670462,120
334125713,False,False,1949.01,9.4306,1,182.772117,-52.672196,2459331.9,4.6211026,15.4381,948.955,1546.0,200.156,6531.7,4.29,1.45,1.47,,9.800000191,10.0,120
149833117,False,True,1717.01,9.52339,1,104.628546,67.677336,2460310.509,4.052389,13.1098,377.016,1227.0,188.086,6578.0,4.31,1.36,1.368,,9.880000114,10.0,120
294179385,False,True,1454.01,11.1612,1,300.842307,53.294181,2459422.313,2.679416818,13.69255825,1027.902273,1444.134709,289.372,6075.0,4.38,1.143939972,1.136,,10.89299965,5.178955973,120
245027119,False,False,3187.01,11.1799,1,197.579939,-48.908885,2459359.08,2.0084283,16.5313,1608.42,1764.0,1018.11,5438.8,4.3,4.54,1.09,,11.59799957,2.458106146,120
286094277,False,True,5149.01,10.4815,1,310.458865,48.028314,2459814.873,27.37149525,18.3071322,95.48865329,797.2741655,298.458,5903.0,4.0,1.705809951,1.073,,11.09000015,4.959272226,120
197604890,False,True,7103.01,11.0011,1,336.730483,49.149727,2460565.253,5.3590843,4.36817,101.96,885.0,126.595,4845.0,4.52,0.81,0.787,,12.05000019,1.674773303,120
80611440,False,True,5422.01,11.2391,1,86.843617,25.626034,2460235.918,5.376799698,10.56541961,628.9279068,1277.232515,346.141,5663.5,4.05,1.572939992,1.006,-0.192,11.5,3.074850224,120
29119552,False,True,1709.01,10.2061,1,118.629831,45.807841,2459597.198,7.6288424,18.0261,338.345,1194.0,268.655,6157.0,4.1,1.6,1.171,,10.89999962,5.832918707,120
141363913,False,False,601.01,9.9223,1,129.462346,-43.042017,2460009.873,3.477756,11.3342,379.541,1229.0,409.766,6221.0,3.53,3.1,1.2,,10.57999992,7.342159537,120
33227166,False,False,4999.01,10.8235,1,266.628908,-43.374494,2459377.222,5.5846356,9.33343,624.784,1392.0,368.89,5698.0,3.84,1.99,1.01,,11.31999969,4.234614708,120
432280671,False,True,6012.01,10.5418,1,355.02941,32.015761,2459861.659,16.21176286,7.282603577,101.5736987,809.6830845,226.572,6119.0,4.35436,1.183429956,1.155,,11.01000023,5.517177386,120
85429139,False,True,4015.01,10.767,1,53.419992,68.612667,2459738.474,4.7427131,17.876,320.783,1179.0,309.161,5947.0,4.12,1.51,1.087,,11.21000004,4.341546303,120
13533330,False,True,3686.01,11.2381,1,36.900563,59.952721,2459884.347,5.077806418,14.93431837,340.2177584,1095.365339,255.803,5262.0,4.2,1.243469954,0.901,,12.0,2.127675622,120
229671380,False,True,4458.01,11.0672,1,252.125998,74.76375,2459392.576,3.939370965,13.63441635,1989.841808,1703.430376,505.432,5904.4,3.84,2.095560074,1.11,,11.17000008,4.965789338,120
393633044,False,True,4029.01,11.1718,1,239.233719,16.980285,2459711.649,5.8850401,6.61503,282.509,1142.0,274.436,5712.4,4.3,1.18,1.018,0.10068,11.55000019,3.247654909,120
9828416,False,True,2114.01,9.8251,1,261.096395,33.205073,2460476.662,6.2099619,14.369,1293.02,1670.0,317.845,6382.0,3.9,2.1,1.28,,10.27000046,9.644441581,120
379824738,False,True,5810.01,10.291,1,324.598984,23.118991,2460548.227,5.6857105,15.1292,1023.84,1575.0,320.387,6142.0,3.96,1.87,1.16,,10.89999962,6.540018656,120
284206913,False,True,3972.01,10.7486,1,9.305074,61.205097,2459903.239,10.511362,11.935,61.3806,779.0,162.569,5908.0,4.54,0.92,1.074,,11.35000038,4.124315511,120
287591638,False,True,3585.01,11.2287,1,326.807138,34.646627,2459851.899,3.5410781,4.63661,112.33,906.0,130.802,4652.0,4.48,0.82,0.74,,12.22299957,1.559724465,121
448098793,False,False,3135.01,11.0994,1,207.859228,-69.772563,2459357.945,3.7065603,12.9758,256.023,1114.0,221.673,5632.0,4.41,1.03,1.0,,11.78999996,2.971741735,126
207339000,False,True,4427.01,11.3427,1,135.049261,72.147747,2459940.464,4.618263145,13.39761617,204.8121523,964.8475089,198.251,5328.0,4.50337,0.8892179728,0.919,,12.07999992,2.238254578,129
28961316,False,True,3682.01,11.3186,1,50.275227,25.297266,2459522.003,3.3462671,12.1727,711.319,1438.0,404.211,5501.0,3.86,1.91,0.96,,11.68000031,3.838363707,129
309257814,False,False,171.01,11.6626,1,124.269428,-63.213403,2458570.408,1.238601035,12.18975625,1709.456933,1639.963909,256.345,5237.0,4.2427,1.107229948,0.88,,12.14999962,2.089280142,133
52928939,False,False,4245.01,11.7519,1,125.806237,-45.792458,2459963.826,3.152717733,5.716849474,316.3922274,1075.662928,211.183,5093.0,4.52,0.8008409739,0.99,,12.29100037,1.900355102,143
365021641,False,False,3309.01,11.8633,1,271.991949,-49.555097,2459382.076,7.4832824,12.264,129.267,939.0,288.963,5306.0,4.35,1.06,0.91,,12.22000027,2.199843912,147
405428714,False,False,6718.01,11.529,1,357.366601,-78.932968,2460126.814,2.953214488,10.23963831,1856.624045,1674.174575,464.958,5483.2,4.3,1.680559993,1.09,-0.131467,12.14799976,2.560043241,151
182405015,False,False,6105.01,10.8235,1,123.656967,-41.156136,2459963.368,3.112245817,14.41734122,1249.969872,1516.507756,266.809,6176.8,4.5,1.120740056,1.6,,11.30000019,6.006695353,160
221785300,False,False,3489.01,11.7185,1,248.914759,-54.855257,2459385.905,3.7833369,13.3743,370.391,1222.0,297.152,5266.0,4.21,1.23,0.9,,12.47999954,2.133989921,172
342449055,False,False,6704.01,10.746,1,123.998559,-59.327035,2459229.783,2.860738437,,642.271264,1283.953728,,5780.0,4.438,,,,12.11299992,3.51458724,176
210441429,False,False,6563.01,11.5744,1,212.200442,-55.712303,2460069.195,2.405303638,19.9376761,2283.895394,1763.148134,441.968,5476.0,3.88771,1.846359968,0.96,,12.22999954,3.801966993,183
310294189,False,False,3498.01,12.0475,1,185.1383,-62.401609,2459353.244,4.8768783,4.71563,295.298,1154.0,165.222,4562.0,4.54562,0.75,0.72,,12.95199966,1.518901382,185
410358456,False,False,3268.01,11.9039,1,60.057545,-87.911943,2459387.335,1.8641295,6.95296,302.749,1162.0,272.053,5293.0,4.38,1.02,0.91,,12.61800003,2.177890014,186
465933345,False,False,6274.01,10.4819,1,164.76388,-60.082938,2460014.407,1.110931615,12.8052345,17056.81666,2914.702577,502.979,6498.6,3.67,2.332380056,1.39,,10.97000027,10.0,190
272211398,False,False,4909.01,10.609,1,180.114014,-47.243939,2459316.775,11.64846652,16.07787784,243.8397642,1007.849958,341.382,6496.0,4.64,1.995180011,,-0.267348,11.03999996,9.931912043,197
253126207,False,False,6568.01,11.1102,1,194.684003,-58.476742,2460068.759,17.43680786,18.68407566,155.7889305,901.0603895,366.686,6332.0,4.19731,1.475149989,1.25,,11.43000031,7.620928035,212
305767364,False,False,4381.01,12.2907,1,263.167427,-64.352997,2459362.926,1.497422346,16.71156513,846.5055834,1375.710989,289.745,5377.0,4.5569,0.8410580158,0.93,,13.02499962,2.329801472,284
462206806,False,False,6277.01,11.9905,1,150.46383,-55.660373,2460016.245,3.37339208,14.58105019,582.4015776,1252.925895,362.374,5704.0,4.36494,1.098659992,1.02,,12.73999977,3.216817078,307
162695785,False,False,1970.01,11.0048,1,190.720365,-53.688304,2459308.324,2.559966651,17.50406821,2669.43482,1833.262183,421.946,6432.2,4.11,1.569959998,1.44,,11.44900036,8.946484795,307
357202877,False,False,3010.01,11.9656,1,136.943889,-61.011529,2459318.201,9.5537684,18.0441,125.806,933.0,421.094,5816.0,4.25,1.27,1.05,,12.59000015,3.67136571,310
371864043,False,False,3041.01,11.2553,1,149.324748,-68.779105,2459359.135,2.9599541,15.9636,1361.35,1692.0,484.97,6267.7,4.0,1.84,1.22,0.069803,11.77099991,7.906825868,329
269859655,False,False,3053.01,12.4041,1,148.573222,-64.296904,2459358.508,2.9919962,13.6621,329.849,1187.0,337.627,5247.0,4.39,1.01,0.9,,13.18599987,2.104419836,336
290777444,False,False,6549.01,12.2311,1,84.858988,-52.933311,2460042.872,6.107957518,19.13692455,527.4088544,1222.240313,575.271,5681.0,4.0558,1.56061995,1.01,,12.87899971,3.134856062,336
163260812,False,False,3098.01,11.315,1,173.137772,-46.315267,2460015.104,4.732343329,17.34104283,775.9423569,1346.09935,401.011,6438.0,4.29,1.352519989,1.3,,11.52999973,9.031215064,339
75522633,False,False,5043.01,12.4337,1,267.099516,-54.9322,2459384.33,3.8027513,14.5097,245.058,1102.0,279.685,5061.0,4.5,0.86,0.85,,13.27900028,1.864941009,341
289076007,False,False,6610.01,11.1708,1,224.571478,-49.275979,2460089.142,3.1651539,14.2867,1222.01,1647.0,407.645,6396.0,4.15,1.57,1.28,,11.72000027,8.438238508,361
102030574,False,False,305.01,12.3294,1,15.844704,-44.705826,2458364.101,9.94915,24.5989,110.866,903.0,689.883,5852.0,4.03,1.65,1.06,,12.7159996,3.839243084,362
142105158,False,False,2200.01,12.3181,1,98.783507,-72.456778,2459384.87,2.9360281,7.18912,288.087,1147.0,251.245,4983.6,0.2,0.83,0.85,0.273342,13.15100002,3.426445877,374
268187322,False,False,2814.01,11.1664,1,116.249354,-48.750526,2459964.944,5.47933497,15.18495616,915.6728921,1402.990851,427.312,6332.7,4.2,1.530769944,1.44,,11.97000027,7.629340462,375
221882319,False,False,3484.01,11.5616,1,249.488321,-58.780443,2459386.556,5.1890769,15.2719,863.316,1510.0,534.304,6195.0,4.0,1.81,1.19,,12.1590004,7.058346454,403
241326434,False,False,3241.01,11.7754,1,204.13817,-51.044343,2459351.726,6.8380862,17.4994,82.8358,840.0,300.417,5912.0,4.51,0.96,1.08,,12.81999969,4.145862082,411
467931774,False,False,6779.01,12.7308,1,282.205124,-75.431953,2460151.44,1.3504913,8.65039,467.938,1295.0,276.346,4858.0,4.51,0.82,0.79,,13.61699963,1.684145473,425
319568619,False,False,3277.01,12.7572,1,290.856966,-54.330649,2459058.439,1.5265889,12.3611,391.362,1239.0,273.098,4887.0,4.57,0.77,0.8,,13.61200047,1.705905883,426
147456499,False,False,2659.01,12.7331,1,41.060793,-40.196949,2459140.202,1.2558789,14.1053,681.251,1423.0,328.18,4926.0,4.43,0.91,0.81,,13.60599995,1.737125928,427
300604770,False,False,2626.01,12.6082,1,113.559595,-67.748369,2459963.895,3.456276661,10.5605032,121.8298519,847.3409174,192.435,4404.0,4.52,0.7520319819,0.69,,13.82299995,1.462133702,432
274367763,False,False,3474.01,11.9672,1,233.503348,-47.96366,2459358.663,3.8795023,14.0735,709.036,1437.0,420.123,6048.0,4.29,1.26,1.13,,12.6590004,4.984983464,432
383410746,False,False,3177.01,12.6967,1,183.95117,-64.567485,2459359.634,2.114655,14.2745,360.619,1214.0,335.166,5254.0,4.49,0.89,0.9,,13.48400021,2.115190083,433
101696403,False,False,4293.01,12.6211,1,302.978454,-49.001569,2459059.497,1.6242109,14.9916,1180.41,1632.0,472.755,5705.0,4.39,1.06,1.02,,13.19999981,3.220462492,448
261680542,False,False,6808.01,12.3079,1,21.604688,-79.610747,2460177.657,3.0449187,20.761,699.098,1432.0,564.778,6026.0,4.22,1.36,1.12,,12.86600018,4.83412604,462
457018819,False,False,4938.01,12.4741,1,201.741869,-55.915198,2459357.455,2.913692,13.5499,586.602,1371.0,377.703,5816.0,4.49,0.97,1.05,,13.20800018,3.67136571,480
255909950,False,False,3478.01,12.3282,1,258.660861,-67.302622,2459385.424,1.82856,20.4999,2034.63,1871.0,657.544,6078.0,4.13,1.53,1.14,,12.86999989,5.201129156,482
76894548,False,False,5028.01,12.5587,1,271.090009,-55.636862,2459388.664,3.9353218,20.2069,575.011,1364.0,929.659,5806.0,3.78,2.17,1.04,,13.125,4.564629366,490
306357884,False,False,3322.01,11.5624,1,265.087598,-63.251885,2459387.911,1.0571733,12.0066,2168.84,1901.0,809.845,6307.0,3.72,2.53,1.24,,12.26900005,8.442704395,494
